ts,open,high,low,close,volume
1741305600000,89899.6,91279.5,84594.7,86758.5,232396.768
1741392000000,86758.5,86886.3,85185.9,86187.2,41751.928
1741478400000,86187.2,86485.0,79913.4,80692.3,111452.862
1741564800000,80692.3,84050.0,77403.1,78563.2,201636.174
1741651200000,78563.2,83622.9,76545.0,82889.2,181108.547
1741737600000,82889.2,84489.8,80534.6,83649.9,146745.492
1741824000000,83649.9,84343.2,79888.0,81072.3,110846.373
1741910400000,81072.3,85299.9,80766.6,83948.3,102811.84
1741996800000,83948.3,84661.8,83591.8,84308.4,31601.013
1742083200000,84308.4,85136.0,81934.4,82528.5,85945.914
1742169600000,82528.5,84728.5,82400.7,83955.1,85305.153
1742256000000,83955.1,83975.1,81093.6,82675.7,82150.3
1742342400000,82675.7,86970.0,82475.5,86792.3,112044.904
1742428800000,86792.3,87400.0,83605.8,84168.9,109032.046
1742515200000,84168.9,84800.0,83136.3,84054.6,70320.233
1742601600000,84054.6,84500.0,83616.0,83805.9,20904.393
1742688000000,83805.9,86088.0,83753.2,86037.8,42927.46
1742774400000,86037.8,88740.0,85488.4,87459.9,109599.07
1742860800000,87459.9,88500.0,86261.0,87362.4,87141.336
1742947200000,87362.4,88284.0,85800.1,86860.8,87396.784
1743033600000,86860.8,87727.9,85695.4,87181.7,82696.83
1743120000000,87181.7,87479.4,83545.0,84375.0,109805.483
1743206400000,84375.0,84573.8,81602.9,82603.9,69080.844
1743292800000,82603.9,83496.8,81510.0,82347.9,56401.758
1743379200000,82347.9,83895.7,81212.3,82504.4,110684.793
1743465600000,82504.4,85555.0,82375.6,85130.5,104582.987
1743552000000,85130.5,88560.1,82281.9,82468.1,182871.38
1743638400000,82468.1,83888.0,81146.0,83175.2,112771.731
1743724800000,83175.2,84736.0,81605.0,83862.1,177059.417
1743811200000,83862.1,84244.0,82343.0,83496.7,45495.798
1743897600000,83496.7,83774.3,77083.5,78376.1,136446.269
1743984000000,78376.1,81216.8,74456.2,79144.1,292737.153
1744070400000,79144.1,80833.6,76200.9,76286.9,145001.902
1744156800000,76286.9,83560.0,74565.9,82593.9,270111.176
1744243200000,82593.9,82719.2,78422.0,79557.5,139324.086
1744329600000,79557.5,84288.0,78928.2,83382.8,134077.874
1744416000000,83382.8,85888.0,82753.3,85238.4,71841.926
1744502400000,85238.4,86099.0,82953.1,83716.8,89899.368
1744588800000,83716.8,85771.1,83637.5,84547.4,99376.677
1744675200000,84547.4,86444.0,83518.5,83603.7,98576.772
1744761600000,83603.7,85522.7,83055.0,83986.0,99113.798
1744848000000,83986.0,85455.8,83677.4,84906.5,68592.203
1744934400000,84906.5,85104.7,84250.0,84419.6,26057.113
1745020800000,84419.6,85644.6,84324.1,85048.5,36278.131
1745107200000,85048.5,85290.0,83882.7,85145.5,40286.034
1745193600000,85145.5,88442.9,85106.1,87471.1,129404.128
1745280000000,87471.1,94000.0,87013.6,93400.0,153373.788
1745366400000,93400.0,94722.9,91911.8,93635.2,113972.919
1745452800000,93635.2,93985.8,91631.5,93945.5,78591.272
1745539200000,93945.5,95724.5,92775.6,94596.2,96457.158
1745625600000,94596.2,95150.0,93839.8,94578.3,31062.83
1745712000000,94578.3,95279.4,93538.4,93700.0,40006.779
1745798400000,93700.0,95564.8,92750.0,94969.7,97921.402
1745884800000,94969.7,95444.3,93682.0,94200.0,82182.126
1745971200000,94200.0,95187.5,92852.4,94118.0,81712.744
1746057600000,94118.0,97383.1,94070.7,96430.9,97422.49
1746144000000,96430.9,97868.0,96306.9,96833.5,74214.127
1746230400000,96833.5,96865.0,95700.1,95815.5,34455.872
1746316800000,95815.5,96257.0,94100.0,94224.1,45488.863
1746403200000,94224.1,95149.0,93460.2,94698.7,82848.039
1746489600000,94698.7,96880.6,93333.5,96799.0,82877.396
1746576000000,96799.0,97700.0,95724.2,96988.1,93114.149
1746662400000,96988.1,104253.8,96832.1,103240.0,152859.152
1746748800000,103240.0,104330.1,102264.1,102931.2,87154.724
1746835200000,102931.2,104986.7,102772.0,104782.3,47626.468
1746921600000,104782.3,104936.7,103250.0,104080.0,63469.076
1747008000000,104080.0,105842.1,100688.0,102746.0,124705.011
1747094400000,102746.0,104949.9,101380.0,104070.6,83517.788
1747180800000,104070.6,104325.6,102550.0,103445.0,66471.825
1747267200000,103445.0,104203.9,101333.0,103710.0,99517.711
1747353600000,103710.0,104555.0,103042.2,103410.2,59383.409
1747440000000,103410.2,103669.4,102539.7,103081.2,36507.919
1747526400000,103081.2,106650.0,103050.0,106428.1,95737.177
1747612800000,106428.1,107134.3,102000.0,105538.0,131323.009
1747699200000,105538.0,107292.4,104125.4,106808.2,123586.87
1747785600000,106808.2,110800.0,106001.8,109608.7,221771.177
1747872000000,109608.7,111968.0,109150.0,111646.5,128882.059
1747958400000,111646.5,111758.4,106755.0,107275.9,148189.685
1748044800000,107275.9,109454.5,106832.3,107716.0,63242.395
1748131200000,107716.0,109300.0,106538.4,108976.2,73175.919
1748217600000,108976.2,110452.2,108640.7,109382.3,79437.632
1748304000000,109382.3,110700.0,107421.7,108864.0,124854.197
1748390400000,108864.0,109217.8,106718.0,107738.9,74593.391
1748476800000,107738.9,108850.0,105250.0,105550.0,109918.17
1748563200000,105550.0,106278.3,103569.0,103976.6,118183.427
1748649600000,103976.6,104898.5,103036.8,104566.1,51672.885
1748736000000,104566.1,105843.6,103696.7,105614.4,44070.285
1748822400000,105614.4,105919.7,103606.4,105827.2,79887.576
1748908800000,105827.2,106773.7,104813.9,105324.7,81511.688
1748995200000,105324.7,105952.9,104135.3,104630.0,69118.278
1749081600000,104630.0,105866.7,100350.0,101455.2,145057.893
1749168000000,101455.2,105320.4,101046.0,104227.5,89854.657
1749254400000,104227.5,105865.9,103811.0,105499.9,46624.784
1749340800000,105499.9,106441.8,104924.7,105670.8,35392.623
1749427200000,105670.8,110660.8,105252.6,110219.9,104403.417
1749513600000,110219.9,110351.0,108279.2,110227.5,73253.028
1749600000000,110227.5,110375.5,108006.6,108611.1,74641.255
1749686400000,108611.1,108782.5,105579.8,105600.9,95883.564
1749772800000,105600.9,106140.0,102626.9,106023.1,132649.754
1749859200000,106023.1,106168.8,104250.0,105356.7,41393.56
1749945600000,105356.7,106080.0,104433.0,105547.8,39425.368
1750032000000,105547.8,108955.5,104921.2,106749.3,93111.651
1750118400000,106749.3,107724.9,103303.4,104512.7,119378.022
1750204800000,104512.7,105500.0,103422.3,104847.3,84981.906
1750291200000,104847.3,105191.9,103864.0,104604.2,44669.24
1750377600000,104604.2,106499.9,102260.0,103243.9,99708.258
1750464000000,103243.9,103949.9,100800.0,102083.9,63941.583
1750550400000,102083.9,103347.0,98125.0,100904.3,163064.954
1750636800000,100904.3,106024.8,99581.0,105283.5,159898.312
1750723200000,105283.5,106269.9,104567.0,106048.5,73028.424
1750809600000,106048.5,108090.0,105750.0,107264.0,80775.072
1750896000000,107264.0,108239.6,106457.7,106905.3,60839.642
1750982400000,106905.3,107738.1,106280.0,106999.6,61754.119
1751068800000,106999.6,107499.9,106761.0,107241.0,16398.134
1751155200000,107241.0,108507.0,107113.8,108314.8,42872.787
1751241600000,108314.8,108766.4,106677.0,107081.2,62330.173
1751328000000,107081.2,107484.8,105180.3,105634.8,69734.196
1751414400000,105634.8,109740.9,105058.6,108803.0,93107.743
1751500800000,108803.0,110485.7,108455.1,109540.0,76294.252
1751587200000,109540.0,109725.3,107220.3,107947.4,63635.972
1751673600000,107947.4,108429.2,107685.9,108144.4,17786.216
1751760000000,108144.4,109685.0,107762.6,109160.5,39472.291
1751846400000,109160.5,109681.4,107449.6,108200.0,54985.477
1751932800000,108200.0,109188.0,107369.7,108881.9,58542.806
1752019200000,108881.9,111999.0,108263.4,111209.7,82700.733
1752105600000,111209.7,117896.7,110450.9,115990.1,110167.059
