ts,date,direction,status,rr_ratio,pnl_pct,pnl_usd,fee_usd,balance,pos_size_usd,leverage,reasoning
1767603600000.0,2026-01-05 09:00,SHORT,CANCELLED,3.96,0.0,0.0,0.0,9877.87,10936.0,1.1,"ГЛАВНЫЙ: Импульс (15m). Рассмотрено параллельно: Импульс(15m), Диагональ(1d), Диагональ(1d), Диагональ(15m). Альтернатива: Диагональ БЫЧИЙ на 1d (95%)..."
1767607200000.0,2026-01-05 10:00,SHORT,CANCELLED,3.96,0.0,0.0,0.0,9877.87,10934.0,1.1,"ГЛАВНЫЙ: Импульс (15m). Рассмотрено параллельно: Импульс(15m), Диагональ(1d), Диагональ(1d), Диагональ(15m). Альтернатива: Диагональ БЫЧИЙ на 1d (95%)..."
1767610800000.0,2026-01-05 11:00,SHORT,CANCELLED,3.96,0.0,0.0,0.0,9877.87,10921.0,1.1,"ГЛАВНЫЙ: Импульс (15m). Рассмотрено параллельно: Импульс(15m), Диагональ(1d), Диагональ(1d), Диагональ(15m). Альтернатива: Диагональ БЫЧИЙ на 1d (95%)..."
1767614400000.0,2026-01-05 12:00,SHORT,CANCELLED,3.96,0.0,0.0,0.0,9877.87,10923.0,1.1,"ГЛАВНЫЙ: Импульс (15m). Рассмотрено параллельно: Импульс(15m), Диагональ(1d), Диагональ(1d), Диагональ(15m). Альтернатива: Диагональ БЫЧИЙ на 1d (95%)..."
1767618000000.0,2026-01-05 13:00,SHORT,CANCELLED,3.96,0.0,0.0,0.0,9877.87,10926.0,1.1,"ГЛАВНЫЙ: Импульс (15m). Рассмотрено параллельно: Импульс(15m), Диагональ(1d), Диагональ(1d), Диагональ(15m). Альтернатива: Диагональ БЫЧИЙ на 1d (95%)..."
1767621600000.0,2026-01-05 14:00,SHORT,CANCELLED,3.96,0.0,0.0,0.0,9877.87,10922.0,1.1,"ГЛАВНЫЙ: Импульс (15m). Рассмотрено параллельно: Импульс(15m), Диагональ(1d), Диагональ(1d), Диагональ(15m). Альтернатива: Диагональ БЫЧИЙ на 1d (95%)..."
1767625200000.0,2026-01-05 15:00,SHORT,CANCELLED,3.92,0.0,0.0,0.0,9877.87,10845.0,1.1,"ГЛАВНЫЙ: Импульс (15m). Рассмотрено параллельно: Импульс(15m), Диагональ(1d), Диагональ(1d), Диагональ(15m). Альтернатива: Диагональ БЫЧИЙ на 1d (95%)..."
1767628800000.0,2026-01-05 16:00,SHORT,CANCELLED,3.9,0.0,0.0,0.0,9877.87,10798.0,1.1,"ГЛАВНЫЙ: Импульс (15m). Рассмотрено параллельно: Импульс(15m), Диагональ(1d), Диагональ(1d), Диагональ(15m). Альтернатива: Диагональ БЫЧИЙ на 1d (95%)..."
1767632400000.0,2026-01-05 17:00,SHORT,CANCELLED,3.91,0.0,0.0,0.0,9877.87,10810.0,1.1,"ГЛАВНЫЙ: Импульс (15m). Рассмотрено параллельно: Импульс(15m), Диагональ(1d), Диагональ(1d), Диагональ(15m). Альтернатива: Диагональ БЫЧИЙ на 1d (95%)..."
1767654000000.0,2026-01-05 23:00,SHORT,LOSS,2.83,-2.9108,-105.57,6.79,9772.3,3394.0,0.3,"ГЛАВНЫЙ: Импульс (1h). Рассмотрено параллельно: Диагональ(1d), Диагональ(1d), Импульс(15m), Двойной Зигзаг (W-X-Y)(1d). Альтернатива: Диагональ БЫЧИЙ ..."
1768420800000.0,2026-01-14 20:00,SHORT,CANCELLED,2.93,0.0,0.0,0.0,9772.3,2919.0,0.3,"ГЛАВНЫЙ: Импульс (1h). Рассмотрено параллельно: Импульс(1h), Диагональ(1d), Диагональ(1d), Диагональ(1h). Альтернатива: Диагональ БЫЧИЙ на 1d (95%). М..."
1768424400000.0,2026-01-14 21:00,SHORT,EXPIRED,2.93,0.0,0.0,0.0,9772.3,2919.0,0.3,"ГЛАВНЫЙ: Импульс (1h). Рассмотрено параллельно: Импульс(1h), Диагональ(1d), Диагональ(1d), Диагональ(1h). Альтернатива: Диагональ БЫЧИЙ на 1d (95%). М..."
1769324400000.0,2026-01-25 07:00,LONG,CANCELLED,2.96,0.0,0.0,0.0,9772.3,2615.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Треугольник(1h), Треугольник(5m), Диагональ(1d), Диагональ(4h). Альтернатива: Треугольник МЕДВЕЖИЙ на ..."
1769328000000.0,2026-01-25 08:00,LONG,CANCELLED,2.96,0.0,0.0,0.0,9772.3,2615.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Треугольник(1h), Треугольник(5m), Диагональ(1d), Диагональ(4h). Альтернатива: Треугольник МЕДВЕЖИЙ на ..."
1769331600000.0,2026-01-25 09:00,LONG,CANCELLED,2.96,0.0,0.0,0.0,9772.3,2616.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Треугольник(1h), Треугольник(5m), Диагональ(1d), Диагональ(4h). Альтернатива: Треугольник МЕДВЕЖИЙ на ..."
1769335200000.0,2026-01-25 10:00,LONG,CANCELLED,2.96,0.0,0.0,0.0,9772.3,2616.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Импульс(5m), Треугольник(1h), Диагональ(1d), Диагональ(4h). Альтернатива: Импульс МЕДВЕЖИЙ на 5m (110%..."
1769338800000.0,2026-01-25 11:00,LONG,CANCELLED,2.96,0.0,0.0,0.0,9772.3,2616.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Импульс(5m), Треугольник(1h), Диагональ(1d), Диагональ(4h). Альтернатива: Импульс МЕДВЕЖИЙ на 5m (110%..."
1769342400000.0,2026-01-25 12:00,LONG,CANCELLED,2.96,0.0,0.0,0.0,9772.3,2616.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Импульс(5m), Треугольник(1h), Диагональ(1d), Диагональ(4h). Альтернатива: Импульс МЕДВЕЖИЙ на 5m (110%..."
1769346000000.0,2026-01-25 13:00,LONG,CANCELLED,2.96,0.0,0.0,0.0,9772.3,2616.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Импульс(5m), Треугольник(1h), Диагональ(1d), Диагональ(4h). Альтернатива: Импульс МЕДВЕЖИЙ на 5m (110%..."
1769349600000.0,2026-01-25 14:00,LONG,CANCELLED,2.96,0.0,0.0,0.0,9772.3,2616.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Импульс(5m), Треугольник(1h), Диагональ(1d), Диагональ(4h). Альтернатива: Импульс МЕДВЕЖИЙ на 5m (110%..."
1769353200000.0,2026-01-25 15:00,LONG,CANCELLED,2.96,0.0,0.0,0.0,9772.3,2616.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Импульс(5m), Треугольник(1h), Диагональ(1d), Диагональ(4h). Альтернатива: Импульс МЕДВЕЖИЙ на 5m (110%..."
1769356800000.0,2026-01-25 16:00,LONG,CANCELLED,2.96,0.0,0.0,0.0,9772.3,2616.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Импульс(5m), Треугольник(1h), Диагональ(1d), Диагональ(4h). Альтернатива: Импульс МЕДВЕЖИЙ на 5m (110%..."
1769360400000.0,2026-01-25 17:00,LONG,CANCELLED,2.95,0.0,0.0,0.0,9772.3,2611.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Импульс(5m), Треугольник(1h), Диагональ(1d), Диагональ(4h). Альтернатива: Импульс МЕДВЕЖИЙ на 5m (110%..."
1769364000000.0,2026-01-25 18:00,LONG,CANCELLED,2.95,0.0,0.0,0.0,9772.3,2611.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Импульс(5m), Треугольник(1h), Диагональ(1d), Диагональ(4h). Альтернатива: Импульс МЕДВЕЖИЙ на 5m (110%..."
1769367600000.0,2026-01-25 19:00,LONG,CANCELLED,2.95,0.0,0.0,0.0,9772.3,2611.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Импульс(5m), Треугольник(1h), Диагональ(1d), Диагональ(4h). Альтернатива: Импульс МЕДВЕЖИЙ на 5m (110%..."
1769371200000.0,2026-01-25 20:00,LONG,CANCELLED,2.95,0.0,0.0,0.0,9772.3,2611.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Импульс(5m), Треугольник(1h), Диагональ(1d), Диагональ(4h). Альтернатива: Импульс МЕДВЕЖИЙ на 5m (110%..."
1769374800000.0,2026-01-25 21:00,LONG,CANCELLED,2.95,0.0,0.0,0.0,9772.3,2611.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Импульс(5m), Треугольник(1h), Диагональ(1d), Диагональ(4h). Альтернатива: Импульс МЕДВЕЖИЙ на 5m (110%..."
1769378400000.0,2026-01-25 22:00,LONG,CANCELLED,2.95,0.0,0.0,0.0,9772.3,2611.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Импульс(5m), Треугольник(1h), Диагональ(1d), Диагональ(4h). Альтернатива: Импульс МЕДВЕЖИЙ на 5m (110%..."
1769382000000.0,2026-01-25 23:00,LONG,CANCELLED,2.95,0.0,0.0,0.0,9772.3,2611.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Импульс(5m), Треугольник(1h), Диагональ(1d), Диагональ(4h). Альтернатива: Импульс МЕДВЕЖИЙ на 5m (110%..."
1769385600000.0,2026-01-26 00:00,LONG,CANCELLED,2.95,0.0,0.0,0.0,9772.3,2611.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Импульс(5m), Треугольник(1h), Диагональ(1d), Диагональ(4h). Альтернатива: Импульс МЕДВЕЖИЙ на 5m (110%..."
1769389200000.0,2026-01-26 01:00,LONG,CANCELLED,2.95,0.0,0.0,0.0,9772.3,2608.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Импульс(5m), Треугольник(1h), Диагональ(1d), Диагональ(4h). Альтернатива: Импульс МЕДВЕЖИЙ на 5m (110%..."
1769392800000.0,2026-01-26 02:00,LONG,CANCELLED,2.95,0.0,0.0,0.0,9772.3,2608.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Треугольник(1h), Диагональ(1d), Диагональ(4h), Импульс(4h). Альтернатива: Треугольник МЕДВЕЖИЙ на 1h (..."
1769396400000.0,2026-01-26 03:00,LONG,CANCELLED,2.95,0.0,0.0,0.0,9772.3,2608.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Треугольник(1h), Диагональ(1d), Диагональ(4h), Импульс(4h). Альтернатива: Треугольник МЕДВЕЖИЙ на 1h (..."
1769400000000.0,2026-01-26 04:00,LONG,CANCELLED,2.95,0.0,0.0,0.0,9772.3,2608.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Треугольник(1h), Диагональ(1d), Диагональ(4h), Импульс(4h). Альтернатива: Треугольник МЕДВЕЖИЙ на 1h (..."
1769403600000.0,2026-01-26 05:00,LONG,CANCELLED,2.95,0.0,0.0,0.0,9772.3,2609.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Треугольник(1h), Диагональ(1d), Диагональ(4h), Импульс(4h). Альтернатива: Треугольник МЕДВЕЖИЙ на 1h (..."
1769407200000.0,2026-01-26 06:00,LONG,CANCELLED,2.95,0.0,0.0,0.0,9772.3,2609.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Треугольник(1h), Диагональ(1d), Диагональ(4h), Импульс(4h). Альтернатива: Треугольник МЕДВЕЖИЙ на 1h (..."
1769410800000.0,2026-01-26 07:00,LONG,CANCELLED,2.95,0.0,0.0,0.0,9772.3,2609.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Треугольник(1h), Диагональ(1d), Диагональ(4h), Импульс(4h). Альтернатива: Треугольник МЕДВЕЖИЙ на 1h (..."
1769414400000.0,2026-01-26 08:00,LONG,CANCELLED,2.95,0.0,0.0,0.0,9772.3,2609.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Треугольник(1h), Диагональ(1d), Диагональ(4h), Импульс(4h). Альтернатива: Треугольник МЕДВЕЖИЙ на 1h (..."
1769418000000.0,2026-01-26 09:00,LONG,CANCELLED,2.95,0.0,0.0,0.0,9772.3,2609.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Треугольник(1h), Диагональ(1d), Диагональ(4h), Импульс(4h). Альтернатива: Треугольник МЕДВЕЖИЙ на 1h (..."
1769421600000.0,2026-01-26 10:00,LONG,CANCELLED,2.95,0.0,0.0,0.0,9772.3,2609.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Треугольник(1h), Диагональ(1d), Диагональ(4h), Импульс(4h). Альтернатива: Треугольник МЕДВЕЖИЙ на 1h (..."
1769425200000.0,2026-01-26 11:00,LONG,CANCELLED,2.95,0.0,0.0,0.0,9772.3,2609.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Треугольник(1h), Диагональ(1d), Диагональ(4h), Импульс(4h). Альтернатива: Треугольник МЕДВЕЖИЙ на 1h (..."
1769428800000.0,2026-01-26 12:00,LONG,CANCELLED,2.95,0.0,0.0,0.0,9772.3,2609.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Треугольник(1h), Диагональ(1d), Диагональ(4h), Импульс(4h). Альтернатива: Треугольник МЕДВЕЖИЙ на 1h (..."
1769432400000.0,2026-01-26 13:00,LONG,CANCELLED,2.94,0.0,0.0,0.0,9772.3,2606.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Треугольник(1h), Диагональ(1d), Диагональ(4h), Импульс(4h). Альтернатива: Треугольник МЕДВЕЖИЙ на 1h (..."
1769436000000.0,2026-01-26 14:00,LONG,CANCELLED,2.94,0.0,0.0,0.0,9772.3,2606.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Треугольник(1h), Диагональ(1d), Диагональ(4h), Импульс(4h). Альтернатива: Треугольник МЕДВЕЖИЙ на 1h (..."
1769439600000.0,2026-01-26 15:00,LONG,CANCELLED,2.94,0.0,0.0,0.0,9772.3,2606.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Треугольник(1h), Диагональ(1d), Диагональ(4h), Импульс(4h). Альтернатива: Треугольник МЕДВЕЖИЙ на 1h (..."
1769443200000.0,2026-01-26 16:00,LONG,CANCELLED,2.94,0.0,0.0,0.0,9772.3,2606.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Треугольник(1h), Диагональ(1d), Диагональ(4h), Импульс(4h). Альтернатива: Треугольник МЕДВЕЖИЙ на 1h (..."
1769446800000.0,2026-01-26 17:00,LONG,CANCELLED,2.94,0.0,0.0,0.0,9772.3,2604.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Треугольник(1h), Диагональ(1d), Диагональ(4h), Импульс(4h). Альтернатива: Треугольник МЕДВЕЖИЙ на 1h (..."
1769450400000.0,2026-01-26 18:00,LONG,CANCELLED,2.94,0.0,0.0,0.0,9772.3,2604.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Треугольник(1h), Диагональ(1d), Диагональ(4h), Импульс(4h). Альтернатива: Треугольник МЕДВЕЖИЙ на 1h (..."
1769454000000.0,2026-01-26 19:00,LONG,CANCELLED,2.94,0.0,0.0,0.0,9772.3,2604.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Треугольник(1h), Диагональ(1d), Диагональ(4h), Импульс(4h). Альтернатива: Треугольник МЕДВЕЖИЙ на 1h (..."
1769457600000.0,2026-01-26 20:00,LONG,CANCELLED,2.94,0.0,0.0,0.0,9772.3,2604.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Треугольник(1h), Диагональ(1d), Диагональ(4h), Импульс(4h). Альтернатива: Треугольник МЕДВЕЖИЙ на 1h (..."
1769461200000.0,2026-01-26 21:00,SHORT,LOSS,3.41,-0.799,-122.18,24.46,9650.12,12230.0,1.3,"ГЛАВНЫЙ: Импульс (5m). Рассмотрено параллельно: Импульс(5m), Треугольник(1h), Диагональ(1d), Диагональ(4h). Альтернатива: Треугольник МЕДВЕЖИЙ на 1h (..."
1769472000000.0,2026-01-27 00:00,LONG,CANCELLED,2.94,0.0,0.0,0.0,9650.12,2571.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Треугольник(1h), Диагональ(1d), Диагональ(4h), Импульс(4h). Альтернатива: Треугольник МЕДВЕЖИЙ на 1h (..."
1769475600000.0,2026-01-27 01:00,LONG,CANCELLED,2.94,0.0,0.0,0.0,9650.12,2572.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Треугольник(1h), Диагональ(1d), Импульс(4h), Диагональ(1h). Альтернатива: Треугольник МЕДВЕЖИЙ на 1h (..."
1769479200000.0,2026-01-27 02:00,LONG,CANCELLED,2.94,0.0,0.0,0.0,9650.12,2572.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Треугольник(1h), Диагональ(1d), Импульс(4h), Диагональ(1h). Альтернатива: Треугольник МЕДВЕЖИЙ на 1h (..."
1769482800000.0,2026-01-27 03:00,LONG,CANCELLED,2.94,0.0,0.0,0.0,9650.12,2572.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Треугольник(1h), Диагональ(1d), Импульс(4h), Диагональ(1h). Альтернатива: Треугольник МЕДВЕЖИЙ на 1h (..."
1769486400000.0,2026-01-27 04:00,LONG,CANCELLED,2.94,0.0,0.0,0.0,9650.12,2572.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Треугольник(1h), Диагональ(1d), Импульс(4h), Диагональ(1h). Альтернатива: Треугольник МЕДВЕЖИЙ на 1h (..."
1769490000000.0,2026-01-27 05:00,LONG,CANCELLED,2.94,0.0,0.0,0.0,9650.12,2573.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Треугольник(1h), Диагональ(1d), Импульс(4h), Диагональ(1h). Альтернатива: Треугольник МЕДВЕЖИЙ на 1h (..."
1769493600000.0,2026-01-27 06:00,LONG,CANCELLED,2.94,0.0,0.0,0.0,9650.12,2573.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Треугольник(1h), Диагональ(1d), Импульс(4h), Диагональ(1h). Альтернатива: Треугольник МЕДВЕЖИЙ на 1h (..."
1769497200000.0,2026-01-27 07:00,SHORT,PROFIT,3.31,1.2899,270.27,49.59,9920.39,24797.0,2.6,"ГЛАВНЫЙ: Импульс (5m). Рассмотрено параллельно: Диагональ(1d), Диагональ(15m), Диагональ(15m), Диагональ(5m). Альтернатива: Диагональ БЫЧИЙ на 1d (95%..."
1769623200000.0,2026-01-28 18:00,LONG,CANCELLED,2.93,0.0,0.0,0.0,9920.39,2640.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Диагональ(1d), Диагональ(4h), Диагональ(1h), Диагональ(15m). Альтернатива: Диагональ БЫЧИЙ на 1d (95%)..."
1769626800000.0,2026-01-28 19:00,LONG,CANCELLED,2.93,0.0,0.0,0.0,9920.39,2640.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Диагональ(1d), Диагональ(4h), Диагональ(1h), Диагональ(15m). Альтернатива: Диагональ БЫЧИЙ на 1d (95%)..."
1769630400000.0,2026-01-28 20:00,LONG,CANCELLED,2.93,0.0,0.0,0.0,9920.39,2640.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Диагональ(1d), Диагональ(4h), Диагональ(1h), Диагональ(15m). Альтернатива: Диагональ БЫЧИЙ на 1d (95%)..."
1769634000000.0,2026-01-28 21:00,LONG,CANCELLED,2.93,0.0,0.0,0.0,9920.39,2641.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Диагональ(1d), Диагональ(4h), Диагональ(1h), Диагональ(15m). Альтернатива: Диагональ БЫЧИЙ на 1d (95%)..."
1769637600000.0,2026-01-28 22:00,LONG,CANCELLED,2.93,0.0,0.0,0.0,9920.39,2641.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Диагональ(1d), Диагональ(4h), Диагональ(1h), Диагональ(15m). Альтернатива: Диагональ БЫЧИЙ на 1d (95%)..."
1769641200000.0,2026-01-28 23:00,LONG,CANCELLED,2.93,0.0,0.0,0.0,9920.39,2641.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Диагональ(1d), Диагональ(4h), Диагональ(1h), Диагональ(15m). Альтернатива: Диагональ БЫЧИЙ на 1d (95%)..."
1769644800000.0,2026-01-29 00:00,LONG,CANCELLED,2.93,0.0,0.0,0.0,9920.39,2641.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Диагональ(1d), Диагональ(4h), Диагональ(1h), Диагональ(15m). Альтернатива: Диагональ БЫЧИЙ на 1d (95%)..."
1769648400000.0,2026-01-29 01:00,LONG,CANCELLED,2.93,0.0,0.0,0.0,9920.39,2638.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Диагональ(1d), Диагональ(1h), Диагональ(15m), Двойной Зигзаг (W-X-Y)(1d). Альтернатива: Диагональ БЫЧИ..."
1769652000000.0,2026-01-29 02:00,LONG,CANCELLED,2.93,0.0,0.0,0.0,9920.39,2638.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Диагональ(1d), Диагональ(1h), Диагональ(15m), Двойной Зигзаг (W-X-Y)(1d). Альтернатива: Диагональ БЫЧИ..."
1769655600000.0,2026-01-29 03:00,LONG,CANCELLED,2.93,0.0,0.0,0.0,9920.39,2638.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Диагональ(1d), Диагональ(1h), Диагональ(15m), Двойной Зигзаг (W-X-Y)(1d). Альтернатива: Диагональ БЫЧИ..."
1769659200000.0,2026-01-29 04:00,LONG,CANCELLED,2.93,0.0,0.0,0.0,9920.39,2638.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Диагональ(1d), Диагональ(1h), Диагональ(15m), Двойной Зигзаг (W-X-Y)(1d). Альтернатива: Диагональ БЫЧИ..."
1769662800000.0,2026-01-29 05:00,LONG,CANCELLED,2.93,0.0,0.0,0.0,9920.39,2640.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Диагональ(1d), Диагональ(1h), Диагональ(15m), Двойной Зигзаг (W-X-Y)(1d). Альтернатива: Диагональ БЫЧИ..."
1769666400000.0,2026-01-29 06:00,LONG,CANCELLED,2.93,0.0,0.0,0.0,9920.39,2640.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Диагональ(1d), Диагональ(1h), Диагональ(15m), Двойной Зигзаг (W-X-Y)(1d). Альтернатива: Диагональ БЫЧИ..."
1769670000000.0,2026-01-29 07:00,LONG,CANCELLED,2.93,0.0,0.0,0.0,9920.39,2640.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Диагональ(1d), Диагональ(1h), Диагональ(15m), Двойной Зигзаг (W-X-Y)(1d). Альтернатива: Диагональ БЫЧИ..."
1769673600000.0,2026-01-29 08:00,LONG,CANCELLED,2.93,0.0,0.0,0.0,9920.39,2640.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Диагональ(1d), Диагональ(1h), Диагональ(15m), Двойной Зигзаг (W-X-Y)(1d). Альтернатива: Диагональ БЫЧИ..."
1769677200000.0,2026-01-29 09:00,LONG,CANCELLED,2.94,0.0,0.0,0.0,9920.39,2642.0,0.3,"ГЛАВНЫЙ: Импульс (4h). Рассмотрено параллельно: Диагональ(1d), Диагональ(1h), Диагональ(15m), Двойной Зигзаг (W-X-Y)(1d). Альтернатива: Диагональ БЫЧИ..."
